ID,SMILES,pIC50,Compound origin
CHEMBL3589471,COc1ccc(/C=C(/C(=O)N2CC(=O)Nc3cc(OC)ccc32)c2ccc(OC)cc2)cc1,4.886056648,ChEMBL
CHEMBL3589477,COc1ccc(/C=C(/C(=O)N2CC(=O)Nc3cc(OC)ccc32)c2ccccc2)cc1,4.468521083,ChEMBL
CHEMBL3589472,COc1ccc(/C=C(/C(=O)N2CC(=O)Nc3ccccc32)c2ccc(C)c(C)c2)cc1,4.853871964,ChEMBL
CHEMBL3589470,COc1ccc(/C=C(/C(=O)N2CC(=O)Nc3ccccc32)c2ccc(NC(C)=O)cc2)cc1,4.886056648,ChEMBL
CHEMBL3589474,COc1ccc(/C=C(/C(=O)N2CC(=O)Nc3ccccc32)c2ccc(OC)c(OC)c2)cc1,4.744727495,ChEMBL
CHEMBL3589473,COc1ccc(/C=C(/C(=O)N2CC(=O)Nc3ccccc32)c2ccc(OC)cc2)cc1,4.795880017,ChEMBL
CHEMBL3589468,COc1ccc(/C=C(/C(=O)N2CC(=O)Nc3ccccc32)c2ccccc2)cc1,4.585026652,ChEMBL
CHEMBL3589469,COc1ccc(/C=C(/C(=O)N2CC(=O)Nc3ccccc32)c2cccs2)cc1,4.886056648,ChEMBL
CHEMBL3589479,COc1ccc(/C=C(/C(=O)Nc2c(C)noc2C)c2ccc(OC)cc2)cc1,4.356547324,ChEMBL
CHEMBL1381011,COc1ccc(/C=C(\NC(=O)c2ccc(C)cc2)C(=O)NCCCn2ccnc2)cc1,4.95939766,ChEMBL
CHEMBL4285157,COc1ccc(Br)cc1S(=O)(=O)Nc1cc2c(cc1Cl)NC(=O)C(C)(C)O2,5.444905551,ChEMBL
CHEMBL4292350,COc1ccc(Br)cc1S(=O)(=O)Nc1cc2c(cc1N(C)C)NC(=O)C(C)(C)O2,5.321481621,ChEMBL
CHEMBL4281728,COc1ccc(Br)cc1S(=O)(=O)Nc1cc2c(cc1N1CCCC1)NC(=O)C(C)(C)O2,5.325138859,ChEMBL
CHEMBL4287753,COc1ccc(Br)cc1S(=O)(=O)Nc1cc2c(cc1O)NC(=O)C(C)(C)O2,6.200659451,ChEMBL
CHEMBL4288985,COc1ccc(Br)cc1S(=O)(=O)Nc1ccc2c(c1)OC(C)(C)C(=O)N2,5.701146924,ChEMBL
CHEMBL3398332,COc1ccc(C(=O)Nc2ncnc3[nH]cnc23)cc1,4.462180905,ChEMBL
CHEMBL3398326,COc1ccc(C(=O)Nc2ncnc3[nH]cnc23)cc1OC,5.107905397,ChEMBL
CHEMBL4173035,COc1ccc(C(C)Nc2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,6.552841969,ChEMBL
CHEMBL4129017,COc1ccc(C(O)c2cc(O)cc(-c3c(C)noc3C)c2)cc1,6.231423415,ChEMBL
CHEMBL1480862,COc1ccc(C2=NN(C(=O)CCCC(=O)O)C(c3cn(-c4ccccc4)nc3-c3ccccc3)C2)cc1,5.27083521,ChEMBL
CHEMBL3622373,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2C[C@H](C)N2CCOCC2)cc1Cl,5.494850022,ChEMBL
CHEMBL4281078,COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc2c(c1)OC(C)(C)C(=O)N2,5.528708289,ChEMBL
CHEMBL3220850,COc1ccc(Cn2c(C)nc3ccc(-c4c(C)noc4C)cc32)cc1,5.800000875,ChEMBL
CHEMBL3220867,COc1ccc(Cn2cnc3ccc(-c4c(C)noc4C)cc32)cc1,6.099999035,ChEMBL
CHEMBL4217211,COc1ccc(NC(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,6.904830649,ChEMBL
CHEMBL3398328,COc1ccc(OC)c(C(=O)Nc2ncnc3[nH]cnc23)c1,5.142667504,ChEMBL
CHEMBL3110353,COc1ccc(S(=O)(=O)Nc2cc(-c3nn4c(C)nnc4c4ccccc34)ccc2N2CCN(C)CC2)cc1,5.300000202,ChEMBL
CHEMBL4169033,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,6.236572006,ChEMBL
CHEMBL2349346,COc1ccc(S(=O)(=O)Nc2cccc(-c3csc(=O)[nH]3)c2)cc1,5.356547324,ChEMBL
CHEMBL4166215,COc1ccc([C@H](C)Nc2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,6.638272164,ChEMBL
CHEMBL4172728,COc1ccc2c(Nc3nc(C)nc4[nH]c5cc(-c6c(C)noc6C)c(OC)cc5c34)nn(C)c2c1,6.707965564,ChEMBL
CHEMBL3752296,COc1ccc2c(c1)N(CCCNC(=O)c1cccc3c1N[C@H](C)C(=O)N3)CCC2,4.886056648,ChEMBL
CHEMBL3769855,COc1cccc(-c2cn(C)c(=O)c3cc(C(=N)NC4CCS(=O)(=O)CC4)sc23)c1,6.099999035,ChEMBL
CHEMBL3589484,COc1cccc(-c2cncc(C(=O)N3CC(=O)Nc4ccccc43)c2)c1,4.602059991,ChEMBL
CHEMBL4076059,COc1cccc(-c2nc3sc4c(c3c(=O)[nH]2)CCC4)c1,6.107905397,ChEMBL
CHEMBL4062624,COc1cccc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)c1,5.607303047,ChEMBL
CHEMBL1535485,COc1cccc(C(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)c1,4.800000053,ChEMBL
CHEMBL3398334,COc1cccc(C(=O)Nc2ncnc3[nH]cnc23)c1,4.200659451,ChEMBL
CHEMBL3398330,COc1cccc(C(=O)Nc2ncnc3[nH]cnc23)c1OC,4.104577454,ChEMBL
CHEMBL4126957,COc1cccc(C(O)c2cc(O)cc(-c3c(C)noc3C)c2)c1,6.320286094,ChEMBL
CHEMBL4091269,COc1cccc(CNc2cccc(Oc3ccc(S(C)(=O)=O)cc3-c3cn(C)c(=O)c4cncn34)c2)c1,6.366531544,ChEMBL
CHEMBL4070185,COc1cccc2c1N(CCCNC(=O)c1cccc3c1N[C@H](C)C(=O)N3)CCC2,4.886056648,ChEMBL
CHEMBL3828194,COc1ccccc1C(=O)Nc1cc2c(cc1N(C)C)n(C)c(=O)n2C,5,ChEMBL
CHEMBL3356143,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCC1)n(C)c(=O)n2C,4.982966661,ChEMBL
CHEMBL3356139,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCCC1)[nH]c(=O)n2C,5.800000875,ChEMBL
CHEMBL3828008,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCC[C@@H]1C)n(C)c(=O)n2C,4.900000142,ChEMBL
CHEMBL3828311,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCC[C@H]1C)n(C)c(=O)n2C,5,ChEMBL
CHEMBL3828191,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCNC[C@H]1C)n(C)c(=O)n2C,4.700000069,ChEMBL
CHEMBL3827280,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCN[C@H](C)C1)n(C)c(=O)n2C,4.700000069,ChEMBL
CHEMBL4078047,COc1ccccc1C(=O)Nc1cc2cc(C)c(=O)n(C)c2cc1N1CCCC1,5.337242168,ChEMBL
CHEMBL3398339,COc1ccccc1C(=O)Nc1ncnc2[nH]cnc12,4.795880017,ChEMBL
CHEMBL4130228,COc1ccccc1C(O)c1cc(O)cc(-c2c(C)noc2C)c1,6.569320926,ChEMBL
CHEMBL4204305,COc1ccccc1CN1CC(C2CC2)N(C(C)=O)c2ccccc21,4.800000053,ChEMBL
CHEMBL4092776,COc1ccccc1NC(=O)CCSc1cccc2cccnc12,4.727694156,ChEMBL
CHEMBL4213395,COc1ccccc1NC(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C,6.754981129,ChEMBL
CHEMBL4069814,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C,6.22184875,ChEMBL
CHEMBL3828061,COc1cccnc1C(=O)Nc1cc2c(cc1OC(C)C)n(C)c(=O)n2C,4.399999968,ChEMBL
CHEMBL3585455,COc1cncc(-c2cnc(NC3CCNCC3)c3[nH]c(=O)c(C)cc23)c1,5.899998417,ChEMBL
CHEMBL3590384,COc1cncc(-c2cnc(N[C@@H]3CCNC[C@H]3OCC3CCOCC3)c3[nH]c(=O)c(C)cc23)c1,5.100000128,ChEMBL
CHEMBL3590385,COc1cncc(-c2cnc(N[C@@H]3CCNC[C@H]3OCC3CCS(=O)(=O)CC3)c3[nH]c(=O)c(C)cc23)c1,5.100000128,ChEMBL
CHEMBL4209359,COc1cncc2c(-c3nn(C4CCOCC4)c4c3CN(C(C)=O)CC4)cccc12,4.886056648,ChEMBL
CHEMBL3963607,COc1nc2c(-c3c(C)ccc4ncccc34)cc(-c3c(C)noc3C)cc2[nH]1,7.524328812,ChEMBL
CHEMBL3827767,COc1ncccc1C(=O)Nc1cc2c(cc1OC(C)C)n(C)c(=O)n2C,5.100000128,ChEMBL
CHEMBL4078100,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,5.795880017,ChEMBL
CHEMBL4174383,CSCCC1Oc2cc(-c3c(C)noc3C)ccc2NC1=O,6.27572413,ChEMBL
CHEMBL3398337,CSc1ccccc1C(=O)Nc1ncnc2[nH]cnc12,4.527243551,ChEMBL
CHEMBL4095570,C[C@@H]1C(=O)N(C)c2ccc(Nc3cccc(S(=O)(=O)N(C)C)c3)nc2N1C1CCN(C)CC1,7.698970004,ChEMBL
CHEMBL4207437,C[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC3CCCC3)nc2N1C1CCCC1,7.552841969,ChEMBL
CHEMBL3813731,C[C@@H]1CC(=O)Nc2ccc(OCc3cccnc3)cc2O1,5.455931956,ChEMBL
CHEMBL3814772,C[C@@H]1CC(=O)Nc2ccc(O[C@H](C)c3ccccc3)cc2N1,5.070581074,ChEMBL
CHEMBL3814752,C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1,4.958607315,ChEMBL
CHEMBL3813929,C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(C(N)=O)nn4C)c2N1,4.886056648,ChEMBL
CHEMBL3814550,C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(C3CC3)nn4C)c2N1,5.050609993,ChEMBL
CHEMBL3813846,C[C@@H]1CC(=O)Nc2cccc(-c3cccc(OCc4ccccc4)c3)c2N1,5.15490196,ChEMBL
CHEMBL3814881,C[C@@H]1CC(=O)Nc2cccc(C(=O)NC3CCOc4ccccc43)c2N1,5.096910013,ChEMBL
CHEMBL3813713,C[C@@H]1CC(=O)Nc2cccc(C(=O)N[C@H](C)c3ccccc3)c2N1,4.356547324,ChEMBL
CHEMBL3814896,C[C@@H]1CC(=O)Nc2cccc(C(=O)Nc3cccc(-c4cnco4)c3)c2N1,5.096910013,ChEMBL
CHEMBL4068116,C[C@@H]1CC(=O)Nc2cccc(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)c2N1,5.346787486,ChEMBL
CHEMBL3814920,C[C@@H]1CC(=O)Nc2ccccc2N1,3.585026652,ChEMBL
CHEMBL4167448,C[C@H]1C(=O)N(C)c2ccc(NS(=O)(=O)c3ccccc3Cl)cc2N1C,5.815308569,ChEMBL
CHEMBL4206381,C[C@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC3CCCC3)nc2N1C1CCCC1,7.229147988,ChEMBL
CHEMBL3814706,C[C@H]1CC(=O)Nc2ccccc2N1,2.431798276,ChEMBL
CHEMBL4214127,C[C@H]1CN(C(=O)c2ccco2)c2cc(-c3ccc(S(C)(=O)=O)cc3)ccc2N1C(=O)C1CC1,6.119186408,ChEMBL
CHEMBL504,C[S+](C)[O-],0.552841969,ChEMBL
CHEMBL3786012,Cc1[nH]c(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2c1C(=O)NCC2,7.455931956,ChEMBL
CHEMBL3786708,Cc1[nH]c(-c2ccccc2NC2C3CC4CC(C3)CC2C4)cc1C(N)=O,7.107905397,ChEMBL
CHEMBL4102963,Cc1[nH]n(-c2nc(O)c(Cc3ccccc3)c(=O)[nH]2)c(=O)c1CCO,5.510041521,ChEMBL
CHEMBL2349340,Cc1[nH]nc2c1-c1sc(C)c(C)c1C(c1ccc(Cl)cc1)=N[C@H]2CC(=O)OC(C)(C)C,7.231361899,ChEMBL
CHEMBL3410000,Cc1c(Br)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,7.22184875,ChEMBL
CHEMBL3410002,Cc1c(N)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,6.853871964,ChEMBL
CHEMBL3410004,Cc1c(NC(=O)C2CC2)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,6.657577319,ChEMBL
CHEMBL3410008,Cc1c(NC(=O)c2cccs2)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,6.102372909,ChEMBL
CHEMBL3786728,Cc1c2c(cn1C)-n1c(C)nnc1[C@H](CC(=O)N1CC3(CCS3(=O)=O)C1)N=C2c1ccc(Cl)cc1,7.698970004,ChEMBL
CHEMBL3822498,Cc1cc(-c2ccc(C(N)=O)cc2)cn(C)c1=O,5.434034183,ChEMBL
CHEMBL3822843,Cc1cc(-c2ccc(CN(C)C)cc2)cn(C)c1=O,4.502779997,ChEMBL
CHEMBL4082119,Cc1cc(-c2nc3cc4c(C)nn(C)c4cc3n2[C@@H](C)c2ccccc2)cn(C)c1=O,8.301029996,ChEMBL
CHEMBL3986698,Cc1cc(-c2nc3ccc(N4CCN(C)CC4)cc3n2Cc2ccccc2)nn(C)c1=O,7.920818754,ChEMBL
CHEMBL4067492,Cc1cc(-c2nc3ccc(N4CCOC[C@@H]4C)cc3n2[C@@H](C)c2ccccc2)cn(C)c1=O,7.920818754,ChEMBL
CHEMBL3787279,Cc1cc(-c2nc3cnc(C4CCOCC4)cc3n2[C@@H](C)c2ccccc2)nn(C)c1=O,8.096910013,ChEMBL
CHEMBL4093043,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCC(C)C4)cc(C)c1O,5.48945499,ChEMBL
CHEMBL4080510,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCC4)cc(C)c1O,5.195179321,ChEMBL
CHEMBL4069813,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCCC4)cc(C)c1O,5.159266765,ChEMBL
CHEMBL4096544,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCCCC4)cc(C)c1O,6.30980392,ChEMBL
CHEMBL4159382,Cc1cc(/N=N/c2ccc(S(=O)(=O)NC3CCCC3)cc2)c(N)cc1O,7.30980392,ChEMBL
CHEMBL4176038,Cc1cc(/N=N/c2ccc3c(c2)CCC(=O)N3)c(N)cc1O,7.568636236,ChEMBL
CHEMBL2431080,Cc1cc(Cl)ccc1C1=N[C@@H](CC(N)=O)c2onc(C)c2-c2sc(C)c(C)c21,7.37675071,ChEMBL
CHEMBL3585449,Cc1cc2c(-c3cc[nH]n3)cnc(NC3CCNCC3)c2[nH]c1=O,5.899998417,ChEMBL
CHEMBL3586721,Cc1cc2c(-c3cccc(O)c3)cnc(NC3CCNCC3)c2[nH]c1=O,6.199998172,ChEMBL
CHEMBL3586722,Cc1cc2c(-c3cccc4[nH]ncc34)cnc(NC3CCNCC3)c2[nH]c1=O,6.900008766,ChEMBL
CHEMBL3586719,Cc1cc2c(-c3ccccc3)cnc(NC3CCNCC3)c2[nH]c1=O,6.099999035,ChEMBL
CHEMBL3586726,Cc1cc2c(-c3ccccn3)cnc(NC3CCNCC3)c2[nH]c1=O,5.300000202,ChEMBL
CHEMBL3586723,Cc1cc2c(-c3cccnc3)cnc(NC3CCNCC3)c2[nH]c1=O,5.700000504,ChEMBL
CHEMBL3590380,Cc1cc2c(-c3cccnc3)cnc(N[C@@H]3CCNC[C@H]3OCC3CCOCC3)c2[nH]c1=O,5.200000237,ChEMBL
CHEMBL3590381,Cc1cc2c(-c3cccnc3)cnc(N[C@@H]3CCNC[C@H]3OCC3CCS(=O)(=O)CC3)c2[nH]c1=O,5,ChEMBL
CHEMBL3586725,Cc1cc2c(-c3ccncc3)cnc(NC3CCNCC3)c2[nH]c1=O,5.499999679,ChEMBL
CHEMBL3586724,Cc1cc2c(-c3cn[nH]c3)cnc(NC3CCNCC3)c2[nH]c1=O,6.099999035,ChEMBL
CHEMBL3585457,Cc1cc2c(-c3cncc(C(N)=O)c3)cnc(NC3CCNCC3)c2[nH]c1=O,5.400000186,ChEMBL
CHEMBL3585461,Cc1cc2c(-c3cncc(COC(N)=O)c3)cnc(NC3CCNCC3)c2[nH]c1=O,5.899998417,ChEMBL
CHEMBL3585456,Cc1cc2c(-c3cncc(Cl)c3)cnc(NC3CCNCC3)c2[nH]c1=O,5.200000237,ChEMBL
CHEMBL3585459,Cc1cc2c(-c3cncc(N)c3)cnc(NC3CCNCC3)c2[nH]c1=O,5.700000504,ChEMBL
CHEMBL3590391,Cc1cc2c(-c3cncc(N)c3)cnc(N[C@@H]3CCNC[C@H]3OCC3CCCCC3)c2[nH]c1=O,6.199998172,ChEMBL
CHEMBL3585460,Cc1cc2c(-c3cncc(NS(C)(=O)=O)c3)cnc(NC3CCNCC3)c2[nH]c1=O,6.099999035,ChEMBL
CHEMBL3585462,Cc1cc2c(-c3cncnc3)cnc(NC3CCNCC3)c2[nH]c1=O,4.800000053,ChEMBL
CHEMBL3590386,Cc1cc2c(-c3cncnc3)cnc(N[C@@H]3CCNC[C@H]3OCC3CCOCC3)c2[nH]c1=O,4.300000029,ChEMBL
CHEMBL4063112,Cc1cc2c(cc1N1C(=O)c3cccc4c(N5CCCC5)ccc(c34)C1=O)n(C)c(=O)n2C,4.809668302,ChEMBL
CHEMBL4092917,Cc1cc2c(cc1N1C(=O)c3cccc4c(N5CCCCC5)ccc(c34)C1=O)n(C)c(=O)n2C,4.838631998,ChEMBL
CHEMBL4098824,Cc1cc2c(cc1N1C(=O)c3cccc4cccc(c34)C1=O)n(C)c(=O)n2C,4.777283529,ChEMBL
CHEMBL4102050,Cc1cc2cc(NS(=O)(=O)c3ccc(C#N)cc3)ccc2n(C)c1=O,5.346787486,ChEMBL
CHEMBL3586699,Cc1cc2cccc(NC3CCNCC3)c2[nH]c1=O,5.200000237,ChEMBL
CHEMBL3586697,Cc1cc2cccc(NCCCN(C)C)c2[nH]c1=O,5,ChEMBL
CHEMBL3586692,Cc1cc2cccc(NCCCO)c2[nH]c1=O,5.300000202,ChEMBL
CHEMBL3586689,Cc1cc2cccc(NCCN(C)C)c2[nH]c1=O,4.600000075,ChEMBL
CHEMBL3586691,Cc1cc2cccc(NCCO)c2[nH]c1=O,4.399999968,ChEMBL
CHEMBL3586693,Cc1cc2cccc(NCc3ncc[nH]3)c2[nH]c1=O,4.300000029,ChEMBL
CHEMBL3586701,Cc1cc2cccc(N[C@@H]3CCNC3)c2[nH]c1=O,5.200000237,ChEMBL
CHEMBL3586703,Cc1cc2cccc(N[C@H]3CCNC3)c2[nH]c1=O,5,ChEMBL
CHEMBL3586688,Cc1cc2ccccc2[nH]c1=O,4.399999968,ChEMBL
CHEMBL3586713,Cc1cc2ccnc(NC3CCN(C)CC3)c2[nH]c1=O,5.499999679,ChEMBL
CHEMBL3586714,Cc1cc2ccnc(NC3CCN(C4CC4)CC3)c2[nH]c1=O,5.300000202,ChEMBL
CHEMBL3586700,Cc1cc2ccnc(NC3CCNCC3)c2[nH]c1=O,5.400000186,ChEMBL
CHEMBL3586708,Cc1cc2ccnc(NCC(C)(C)CN(C)C)c2[nH]c1=O,3.799999998,ChEMBL
CHEMBL3586712,Cc1cc2ccnc(NCC3CCCNC3)c2[nH]c1=O,5.200000237,ChEMBL
CHEMBL3586707,Cc1cc2ccnc(NCC3CCNCC3)c2[nH]c1=O,4.600000075,ChEMBL
CHEMBL3586706,Cc1cc2ccnc(NCCC3CCCNC3)c2[nH]c1=O,4.600000075,ChEMBL
CHEMBL3586705,Cc1cc2ccnc(NCCC3CCNCC3)c2[nH]c1=O,4.900000142,ChEMBL
CHEMBL3586698,Cc1cc2ccnc(NCCCN(C)C)c2[nH]c1=O,4.700000069,ChEMBL
CHEMBL3586711,Cc1cc2ccnc(NC[C@H]3CCNC3)c2[nH]c1=O,4.900000142,ChEMBL
CHEMBL3586709,Cc1cc2ccnc(N[C@@H]3CCCNC3)c2[nH]c1=O,4.800000053,ChEMBL
CHEMBL3586702,Cc1cc2ccnc(N[C@@H]3CCNC3)c2[nH]c1=O,4.800000053,ChEMBL
CHEMBL3590400,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OC(C)C)c2[nH]c1=O,4.600000075,ChEMBL
CHEMBL3590402,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC(C)C)c2[nH]c1=O,5.200000237,ChEMBL
CHEMBL3590403,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC3CCCC3)c2[nH]c1=O,5,ChEMBL
CHEMBL3590388,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC3CCCCC3)c2[nH]c1=O,5.366666858,ChEMBL
CHEMBL3590404,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC3CCCCCC3)c2[nH]c1=O,5.300000202,ChEMBL
CHEMBL3590394,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCC3CCOCC3)c2[nH]c1=O,4.900000026,ChEMBL
CHEMBL3590379,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OCCC3CCOCC3)c2[nH]c1=O,4.600000075,ChEMBL
CHEMBL3590398,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OC[C@@H]3CCS(=O)(=O)C3)c2[nH]c1=O,4.900000142,ChEMBL
CHEMBL3590393,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3OC[C@H]3CC[C@H](O)CC3)c2[nH]c1=O,4.900000142,ChEMBL
CHEMBL3586717,Cc1cc2ccnc(N[C@@H]3C[C@@H]4CC[C@H](C3)N4C)c2[nH]c1=O,5.449999932,ChEMBL
CHEMBL3586710,Cc1cc2ccnc(N[C@H]3CCC[C@H](N)C3)c2[nH]c1=O,4.900000142,ChEMBL
CHEMBL3586704,Cc1cc2ccnc(N[C@H]3CCNC3)c2[nH]c1=O,4.399999968,ChEMBL
CHEMBL3590387,Cc1cc2ccnc(N[C@H]3CCNC[C@@H]3OCC3CCCCC3)c2[nH]c1=O,4.900000142,ChEMBL
CHEMBL3590395,Cc1cc2ccnc(N[C@H]3CCNC[C@@H]3OCC3CCOCC3)c2[nH]c1=O,4.900000142,ChEMBL
CHEMBL3590397,Cc1cc2ccnc(N[C@H]3CCNC[C@@H]3OCC3CCS(=O)(=O)CC3)c2[nH]c1=O,5.300000202,ChEMBL
CHEMBL3586718,Cc1cc2ccnc(N[C@H]3C[C@@H]4CC[C@H](C3)N4C)c2[nH]c1=O,5.449999932,ChEMBL
CHEMBL4097802,Cc1ccc(-[n+]2c3ccccc3nc3ccc(N4CCOCC4)cc32)cc1,4.960982678,ChEMBL
CHEMBL3891399,Cc1ccc(-c2ccc3c(c2)C(c2ccc(Cl)cc2)=N[C@@H](CC(N)=O)c2onc(C)c2-3)cn1,7.552841969,ChEMBL
CHEMBL4173305,Cc1ccc(-c2ccc3c(c2)N(c2ccc(Cl)cc2)CCn2nnc(C)c2-3)cn1,7.795880017,ChEMBL
CHEMBL3585451,Cc1ccc(-c2cnc(NC3CCNCC3)c3[nH]c(=O)c(C)cc23)cn1,6,ChEMBL
CHEMBL3409992,Cc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,6.657577319,ChEMBL
CHEMBL3110357,Cc1ccc(-c2nn3c(C)nnc3c3ccccc23)cc1NS(C)(=O)=O,5.300000202,ChEMBL
CHEMBL3108781,Cc1ccc(-c2nn3c(C)nnc3c3ccccc23)cc1S(=O)(=O)N(C)C,5.899998417,ChEMBL
CHEMBL4165131,Cc1ccc(C(C)Nc2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)c(C)c1,6.920818754,ChEMBL
CHEMBL4171848,Cc1ccc(C(C)Nc2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,6.769551079,ChEMBL
CHEMBL4125731,Cc1ccc(C(O)c2cc(O)cc(-c3c(C)noc3C)c2)cc1,6.529354823,ChEMBL
CHEMBL4068849,Cc1ccc(C)c(NC(=O)CC(c2ccccc2)c2ccccc2)c1,4.294563953,ChEMBL
CHEMBL4208609,Cc1ccc(CNC(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,6.722390786,ChEMBL
CHEMBL4207810,Cc1ccc(N(C)C(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,7.974694135,ChEMBL
CHEMBL4204052,Cc1ccc(NC(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)c(C)c1,7.764471553,ChEMBL
CHEMBL4202403,Cc1ccc(NC(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,7.333482019,ChEMBL
CHEMBL4210440,Cc1ccc(NC(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1F,7.205511953,ChEMBL
CHEMBL4216192,Cc1ccc(NC(=O)c2ccc3c(c2)N(C2CCCC2)C(C)C(=O)N3C)c(C)c1,7.679853714,ChEMBL
CHEMBL4215726,Cc1ccc(NC(=O)c2ccc3c(c2)N(C2CCCC2)C(C)C(=O)N3C)cc1,7.504455662,ChEMBL
CHEMBL4165602,Cc1ccc(OC(=O)Nc2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,6.080921908,ChEMBL
CHEMBL4094232,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCC(=O)N3C)s1,5.283996656,ChEMBL
CHEMBL4168214,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(C(C)C)C(C)C(=O)N3C)cc1,6.455931956,ChEMBL
CHEMBL4160220,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(C)[C@@H](C)C(=O)N3C)cc1,6.113509275,ChEMBL
CHEMBL4176065,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,6.602059991,ChEMBL
CHEMBL4164777,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(C2CCCC2)C(C)C(=O)N3C)cc1,6.420216403,ChEMBL
CHEMBL4176466,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(CC(C)C)C(C)C(=O)N3C)cc1,6.13667714,ChEMBL
CHEMBL4169286,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(CC2CCCO2)C(C)C(=O)N3C)cc1,5.982966661,ChEMBL
CHEMBL4161361,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)N(CCN2CCOCC2)C(C)C(=O)N3C)cc1,5.987162775,ChEMBL
CHEMBL4282575,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)OC(C)(C)C(=O)N3)cc1,5.334419009,ChEMBL
CHEMBL1444120,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)c(C)c1,5.599999383,ChEMBL
CHEMBL4159024,Cc1ccc(S(=O)(=O)Nc2ccc3c(n2)N(C2CC2)C(C)C(=O)N3C)cc1,6.568636236,ChEMBL
CHEMBL4176830,Cc1ccc([C@H](C)Nc2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)c(C)c1,7,ChEMBL
